Sesto-I-Maggio 0
Sesto-Rondo 1.1
Sesto-Marelli 2.2
Villa-San-Giovanni 2.9
Precotto 3.5
Gorla 4.1
Turro 4.8
Rovereto 5.3
Pasteur 5.9
Loreto 6.5
Lima 7.2
Porta-Venezia 8
Palestro 8.4
San-Babila 9.1
Duomo 9.7
Cordusio 10
Cairoli 10.5
Cadorna 11
Conciliazione 11.7
Pagano 12.2
Buonarroti 12.7
Amendola 13.1
Lotto 13.9
QT8 14.9
Lampugnano 15.8
Uruguay 16.5
Bonola 17.4
San-Leonardo 18.2
Molino-Dorino 19
Pero 19.7
Rho-Fiera 20.7
