Bignami 0
Ponale 0.6
Bicocca 1.4
Ca-Granda 2.3
Istria 3
Marche 3.6
Zara 4.1
Isola 4.7
Garibaldi 5.2
Monumentale 5.7
Cenisio 6.4
Gerusalemme 7
Domodossola 7.5
Tre-Torri 8.1
Portello 8.7
Lotto 9.2
Segesta 9.8
San-Siro-Ippodromo 10.5
San-Siro-Stadio 11.3
