San-Donato 0
Rogoredo 1.5
Porto-di-Mare 2.2
Corvetto 2.9
Brenta 3.4
Lodi-TIBB 4.2
Porta-Romana 4.9
Crocetta 5.7
Missori 6.5
Duomo 6.9
Montenapoleone 7.6
Turati 8.1
Repubblica 8.8
Centrale 9.4
Sondrio 9.9
Zara 10.7
Maciachini 11.5
Dergano 12.5
Affori-Centro 13.5
Affori-FN 14.5
Comasina 15.3
