Bisceglie 0
Inganni 0.7
Primaticcio 1.4
Bande-Nere 1.9
Gambara 2.6
De-Angeli 3.1
Wagner 3.6
Pagano 4
Conciliazione 4.5
Cadorna 5.2
Cairoli 5.7
Cordusio 6.2
Duomo 6.4
San-Babila 7.1
Palestro 7.8
Porta-Venezia 8.2
Lima 9
Loreto 9.6
Pasteur 10.3
Rovereto 10.9
Turro 11.4
Gorla 12.1
Precotto 12.7
Villa-San-Giovanni 13.3
Sesto-Marelli 14
Sesto-Rondo 15.1
Sesto-I-Maggio 16.2
