Comasina 0
Affori-FN 0.8
Affori-Centro 1.8
Dergano 2.8
Maciachini 3.8
Zara 4.6
Sondrio 5.3
Centrale 5.9
Repubblica 6.5
Turati 7.2
Montenapoleone 7.7
Duomo 8.4
Missori 8.8
Crocetta 9.6
Porta-Romana 10.4
Lodi-TIBB 11.1
Brenta 11.9
Corvetto 12.4
Porto-di-Mare 13
Rogoredo 13.8
San-Donato 15.3
