Rho-Fiera 0
Pero 1
Molino-Dorino 1.7
San-Leonardo 2.5
Bonola 3.3
Uruguay 4.2
Lampugnano 4.9
QT8 5.8
Lotto 6.8
Amendola 7.6
Buonarroti 8
Pagano 8.5
Conciliazione 9
Cadorna 9.7
Cairoli 10.2
Cordusio 10.6
Duomo 10.9
San-Babila 11.6
Palestro 12.3
Porta-Venezia 12.7
Lima 13.5
Loreto 14.1
Pasteur 14.8
Rovereto 15.3
Turro 15.9
Gorla 16.6
Precotto 17.2
Villa-San-Giovanni 17.8
Sesto-Marelli 18.5
Sesto-Rondo 19.6
Sesto-I-Maggio 20.7
